level,name,topic,var,question,mrp_estimate,raw_estimate,yes_bin,n
town,New Hartford,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.24931797922945315,NA,"Just getting by, Finding it difficult, Finding it very difficult",45
town,New Hartford,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.07928792354965884,NA,Yes,47
town,New Hartford,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.059246950944524694,NA,Yes,46
town,New Hartford,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.1138736335905492,NA,Yes,47
town,New Hartford,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9246819910454792,NA,Very often or Fairly often,46
town,New Hartford,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.4246363358896128,NA,Strongly agree or Somewhat agree,45
town,New Hartford,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5868493615169038,NA,Strongly agree or Somewhat agree,47
town,New Hartford,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.7417054415579913,NA,Strongly agree or Somewhat agree,39
town,New Hartford,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.7690551141302452,NA,Strongly disagree or Somewhat disagree,45
town,New Hartford,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.8951976128071313,NA,Strongly agree or Somewhat agree,47
town,New Hartford,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7801742258582564,NA,"Great influence, Moderate influence, or A little influence",31
town,New Hartford,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6546766312508551,NA,Excellent or Very good,47
town,New Hartford,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7160180803841286,NA,Completely satisfied or Mostly satisfied,47
town,New Hartford,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7204633141290778,NA,Completely or Mostly,46
town,New Hartford,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.10258706766705197,NA,Completely or Mostly,47
town,New Hartford,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7163155100737929,NA,Always or Usually,35
town,New Hartford,Quality of life,q1,Are you satisfied with the city or area where you live?,0.9101608022810854,NA,Yes,47
town,New Hartford,Quality of life,q4a,How responsive local government is to the needs of residents,0.673368907522471,NA,Excellent or Good,37
town,New Hartford,Quality of life,q4d,The job done by the police to keep residents safe,0.8555165653596339,NA,Excellent or Good,44
town,New Hartford,Quality of life,q4e,The ability of residents to obtain suitable employment,0.5949444908615812,NA,Excellent or Good,43
town,New Hartford,Quality of life,q4f,As a place to raise children,0.8522113705747613,NA,Excellent or Good,36
town,New Hartford,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.8458764361297013,NA,Excellent or Good,46
town,New Hartford,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8648638721643924,NA,Excellent or Good,36
town,New Haven,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.421998779913454,NA,"Just getting by, Finding it difficult, Finding it very difficult",2592
town,New Haven,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.23886070365034898,NA,Yes,2596
town,New Haven,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.12271675330030903,NA,Yes,2596
town,New Haven,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.22322259115649826,NA,Yes,2593
town,New Haven,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.742196258551197,NA,Very often or Fairly often,2570
town,New Haven,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.7842486219222455,NA,Strongly agree or Somewhat agree,2582
town,New Haven,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.726004005623923,NA,Strongly agree or Somewhat agree,2524
town,New Haven,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.725609567030083,NA,Strongly agree or Somewhat agree,2460
town,New Haven,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.47985725527229756,NA,Strongly disagree or Somewhat disagree,2535
town,New Haven,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.6563754213944019,NA,Strongly agree or Somewhat agree,2501
town,New Haven,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7063405300611503,NA,"Great influence, Moderate influence, or A little influence",1998
town,New Haven,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5336447923235786,NA,Excellent or Very good,2595
town,New Haven,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.5790609009833504,NA,Completely satisfied or Mostly satisfied,2587
town,New Haven,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6088464140560867,NA,Completely or Mostly,2576
town,New Haven,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.16622168496467246,NA,Completely or Mostly,2570
town,New Haven,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6318981492699426,NA,Always or Usually,1755
town,New Haven,Quality of life,q1,Are you satisfied with the city or area where you live?,0.7861348522964472,NA,Yes,2550
town,New Haven,Quality of life,q4a,How responsive local government is to the needs of residents,0.38064167670310883,NA,Excellent or Good,2209
town,New Haven,Quality of life,q4d,The job done by the police to keep residents safe,0.4642751514808417,NA,Excellent or Good,2450
town,New Haven,Quality of life,q4e,The ability of residents to obtain suitable employment,0.3983602401168735,NA,Excellent or Good,2173
town,New Haven,Quality of life,q4f,As a place to raise children,0.4408211259950655,NA,Excellent or Good,2297
town,New Haven,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.5271586511348676,NA,Excellent or Good,2453
town,New Haven,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.5118331427107023,NA,Excellent or Good,1824
town,New London,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.4847801968301007,NA,"Just getting by, Finding it difficult, Finding it very difficult",695
town,New London,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.2154915885790255,NA,Yes,697
town,New London,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.11284103467277545,NA,Yes,695
town,New London,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.20255267466526905,NA,Yes,696
town,New London,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.8225870366522287,NA,Very often or Fairly often,694
town,New London,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.6974854304837016,NA,Strongly agree or Somewhat agree,694
town,New London,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.7025969891702705,NA,Strongly agree or Somewhat agree,683
town,New London,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6992013240209306,NA,Strongly agree or Somewhat agree,679
town,New London,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.587249030836967,NA,Strongly disagree or Somewhat disagree,683
town,New London,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.746861367693783,NA,Strongly agree or Somewhat agree,673
town,New London,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6317282460136366,NA,"Great influence, Moderate influence, or A little influence",569
town,New London,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.47393301104504437,NA,Excellent or Very good,697
town,New London,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.585808495697307,NA,Completely satisfied or Mostly satisfied,695
town,New London,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6345695561459674,NA,Completely or Mostly,695
town,New London,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.15173965168221534,NA,Completely or Mostly,692
town,New London,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6426503317979393,NA,Always or Usually,370
town,New London,Quality of life,q1,Are you satisfied with the city or area where you live?,0.782868479267271,NA,Yes,687
town,New London,Quality of life,q4a,How responsive local government is to the needs of residents,0.35440645940081456,NA,Excellent or Good,618
town,New London,Quality of life,q4d,The job done by the police to keep residents safe,0.5744686766086324,NA,Excellent or Good,657
town,New London,Quality of life,q4e,The ability of residents to obtain suitable employment,0.4227709901239208,NA,Excellent or Good,616
town,New London,Quality of life,q4f,As a place to raise children,0.4716350439951867,NA,Excellent or Good,639
town,New London,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.5853839105283668,NA,Excellent or Good,671
town,New London,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.5830176918407066,NA,Excellent or Good,409
town,New Milford,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.3421302895895704,NA,"Just getting by, Finding it difficult, Finding it very difficult",598
town,New Milford,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.10742098322775355,NA,Yes,601
town,New Milford,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.0743020413871754,NA,Yes,600
town,New Milford,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.09965148808051236,NA,Yes,600
town,New Milford,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9301226879587456,NA,Very often or Fairly often,595
town,New Milford,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.32093265866098863,NA,Strongly agree or Somewhat agree,595
town,New Milford,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5198947884202574,NA,Strongly agree or Somewhat agree,592
town,New Milford,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6016441986326184,NA,Strongly agree or Somewhat agree,581
town,New Milford,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.7411044684352448,NA,Strongly disagree or Somewhat disagree,587
town,New Milford,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.9101694021740423,NA,Strongly agree or Somewhat agree,588
town,New Milford,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.727749231315071,NA,"Great influence, Moderate influence, or A little influence",477
town,New Milford,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5672452849607565,NA,Excellent or Very good,598
town,New Milford,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6892893016013875,NA,Completely satisfied or Mostly satisfied,600
town,New Milford,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7100102313410538,NA,Completely or Mostly,596
town,New Milford,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.129714944977148,NA,Completely or Mostly,596
town,New Milford,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6971084411411782,NA,Always or Usually,357
town,New Milford,Quality of life,q1,Are you satisfied with the city or area where you live?,0.8898807123990455,NA,Yes,596
town,New Milford,Quality of life,q4a,How responsive local government is to the needs of residents,0.555772464216038,NA,Excellent or Good,530
town,New Milford,Quality of life,q4d,The job done by the police to keep residents safe,0.8670539649114799,NA,Excellent or Good,574
town,New Milford,Quality of life,q4e,The ability of residents to obtain suitable employment,0.5545434353322503,NA,Excellent or Good,525
town,New Milford,Quality of life,q4f,As a place to raise children,0.8411394122059795,NA,Excellent or Good,555
town,New Milford,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.8693144932873788,NA,Excellent or Good,581
town,New Milford,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7627455030454859,NA,Excellent or Good,394
town,Newington,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.33956153342828754,NA,"Just getting by, Finding it difficult, Finding it very difficult",183
town,Newington,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.12745027552987517,NA,Yes,184
town,Newington,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.0796580174161285,NA,Yes,184
town,Newington,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.1154832998314181,NA,Yes,183
town,Newington,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9199547521182018,NA,Very often or Fairly often,184
town,Newington,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.6466040826424132,NA,Strongly agree or Somewhat agree,182
town,Newington,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.7735689840784898,NA,Strongly agree or Somewhat agree,182
town,Newington,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.8817250272875867,NA,Strongly agree or Somewhat agree,170
town,Newington,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.7515281958561242,NA,Strongly disagree or Somewhat disagree,181
town,Newington,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.9095158071748566,NA,Strongly agree or Somewhat agree,179
town,Newington,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6677551132216388,NA,"Great influence, Moderate influence, or A little influence",134
town,Newington,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5202674255230788,NA,Excellent or Very good,184
town,Newington,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6448533844693721,NA,Completely satisfied or Mostly satisfied,182
town,Newington,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6827326856445185,NA,Completely or Mostly,182
town,Newington,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.12183865743599122,NA,Completely or Mostly,184
town,Newington,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6650246095321024,NA,Always or Usually,154
town,Newington,Quality of life,q1,Are you satisfied with the city or area where you live?,0.8173202015710184,NA,Yes,181
town,Newington,Quality of life,q4a,How responsive local government is to the needs of residents,0.6168192811963656,NA,Excellent or Good,154
town,Newington,Quality of life,q4d,The job done by the police to keep residents safe,0.8584929651812508,NA,Excellent or Good,178
town,Newington,Quality of life,q4e,The ability of residents to obtain suitable employment,0.6570445680239573,NA,Excellent or Good,152
town,Newington,Quality of life,q4f,As a place to raise children,0.8935903432327016,NA,Excellent or Good,162
town,Newington,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.8508770658449613,NA,Excellent or Good,180
town,Newington,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7796981117762496,NA,Excellent or Good,153
town,Newtown,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.26938926929524687,NA,"Just getting by, Finding it difficult, Finding it very difficult",369
town,Newtown,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.08429829986070791,NA,Yes,369
town,Newtown,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.05768396368420922,NA,Yes,367
town,Newtown,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.08617997731487799,NA,Yes,369
town,Newtown,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9468736324859908,NA,Very often or Fairly often,368
town,Newtown,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.2589240939273683,NA,Strongly agree or Somewhat agree,364
town,Newtown,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5545157198781582,NA,Strongly agree or Somewhat agree,363
town,Newtown,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6300893179229583,NA,Strongly agree or Somewhat agree,357
town,Newtown,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.7862098865097603,NA,Strongly disagree or Somewhat disagree,363
town,Newtown,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.9654142076499312,NA,Strongly agree or Somewhat agree,364
town,Newtown,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7633308300268052,NA,"Great influence, Moderate influence, or A little influence",321
town,Newtown,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6742711276707307,NA,Excellent or Very good,368
town,Newtown,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7167322365515025,NA,Completely satisfied or Mostly satisfied,367
town,Newtown,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7286248740270889,NA,Completely or Mostly,364
town,Newtown,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.10816532223423188,NA,Completely or Mostly,364
town,Newtown,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7712021064338626,NA,Always or Usually,331
town,Newtown,Quality of life,q1,Are you satisfied with the city or area where you live?,0.9144426750506124,NA,Yes,365
town,Newtown,Quality of life,q4a,How responsive local government is to the needs of residents,0.6527650288593972,NA,Excellent or Good,338
town,Newtown,Quality of life,q4d,The job done by the police to keep residents safe,0.8890014330525703,NA,Excellent or Good,362
town,Newtown,Quality of life,q4e,The ability of residents to obtain suitable employment,0.6529719063042526,NA,Excellent or Good,302
town,Newtown,Quality of life,q4f,As a place to raise children,0.9221462920181942,NA,Excellent or Good,349
town,Newtown,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.9185750674159481,NA,Excellent or Good,361
town,Newtown,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.8600152315963658,NA,Excellent or Good,328
town,Norfolk,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.3103122174490324,NA,"Just getting by, Finding it difficult, Finding it very difficult",25
town,Norfolk,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.09145949731528154,NA,Yes,25
town,Norfolk,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.07585147401021265,NA,Yes,25
town,Norfolk,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.08517886601642183,NA,Yes,25
town,Norfolk,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9165981635563847,NA,Very often or Fairly often,25
town,Norfolk,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.19893818302857266,NA,Strongly agree or Somewhat agree,25
town,Norfolk,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.7167970237950628,NA,Strongly agree or Somewhat agree,24
town,Norfolk,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.578653841823322,NA,Strongly agree or Somewhat agree,25
town,Norfolk,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.6782188139829363,NA,Strongly disagree or Somewhat disagree,25
town,Norfolk,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.9240265754093103,NA,Strongly agree or Somewhat agree,23
town,Norfolk,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.7215872705736657,NA,"Great influence, Moderate influence, or A little influence",16
town,Norfolk,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6245722896160334,NA,Excellent or Very good,25
town,Norfolk,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7564304900267942,NA,Completely satisfied or Mostly satisfied,25
town,Norfolk,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7324991434712506,NA,Completely or Mostly,25
town,Norfolk,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.09728021587363136,NA,Completely or Mostly,25
town,Norfolk,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6857299039158173,NA,Always or Usually,19
town,Norfolk,Quality of life,q1,Are you satisfied with the city or area where you live?,0.9138364694625283,NA,Yes,24
town,Norfolk,Quality of life,q4a,How responsive local government is to the needs of residents,0.6321073659721794,NA,Excellent or Good,23
town,Norfolk,Quality of life,q4d,The job done by the police to keep residents safe,0.7362553425467595,NA,Excellent or Good,19
town,Norfolk,Quality of life,q4e,The ability of residents to obtain suitable employment,0.49499677649604,NA,Excellent or Good,21
town,Norfolk,Quality of life,q4f,As a place to raise children,0.8708200780689062,NA,Excellent or Good,20
town,Norfolk,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.8651424502073507,NA,Excellent or Good,24
town,Norfolk,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7867373841825709,NA,Excellent or Good,22
town,North Branford,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.3045827180636066,NA,"Just getting by, Finding it difficult, Finding it very difficult",101
town,North Branford,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.12890716500877605,NA,Yes,102
town,North Branford,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.1005800402879168,NA,Yes,102
town,North Branford,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.09095239772933793,NA,Yes,101
town,North Branford,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9335858192053239,NA,Very often or Fairly often,102
town,North Branford,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.3536391034570262,NA,Strongly agree or Somewhat agree,102
town,North Branford,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5270291825975146,NA,Strongly agree or Somewhat agree,101
town,North Branford,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.709069835744626,NA,Strongly agree or Somewhat agree,97
town,North Branford,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.7149489929857133,NA,Strongly disagree or Somewhat disagree,100
town,North Branford,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.9178493448186944,NA,Strongly agree or Somewhat agree,101
town,North Branford,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6438223896670782,NA,"Great influence, Moderate influence, or A little influence",78
town,North Branford,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6228458957885725,NA,Excellent or Very good,101
town,North Branford,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7271521542410707,NA,Completely satisfied or Mostly satisfied,102
town,North Branford,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7255578405346735,NA,Completely or Mostly,102
town,North Branford,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.10445730517368149,NA,Completely or Mostly,102
town,North Branford,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7331484799981366,NA,Always or Usually,66
town,North Branford,Quality of life,q1,Are you satisfied with the city or area where you live?,0.9338278099902166,NA,Yes,102
town,North Branford,Quality of life,q4a,How responsive local government is to the needs of residents,0.5792931085521705,NA,Excellent or Good,92
town,North Branford,Quality of life,q4d,The job done by the police to keep residents safe,0.905878045936611,NA,Excellent or Good,98
town,North Branford,Quality of life,q4e,The ability of residents to obtain suitable employment,0.6387301806815614,NA,Excellent or Good,81
town,North Branford,Quality of life,q4f,As a place to raise children,0.8840008351294103,NA,Excellent or Good,93
town,North Branford,Quality of life,q4g,The condition of public parks and other public recreational facilities,0.7945013339246074,NA,Excellent or Good,97
town,North Branford,Quality of life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7991025518203045,NA,Excellent or Good,67
town,North Canaan,Financial security,q44,"On another topic, how well would you say you are managing financially these days? Would you say you are...",0.3871330939716749,NA,"Just getting by, Finding it difficult, Finding it very difficult",78
town,North Canaan,Financial security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.24078553658236201,NA,Yes,80
town,North Canaan,Financial security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.10635423725765862,NA,Yes,80
town,North Canaan,Financial security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.15292149561863302,NA,Yes,79
town,North Canaan,Financial security,q9,Do you have access to a car when you need it? Would you say you have access...,0.9028685895266336,NA,Very often or Fairly often,79
town,North Canaan,Neighborhood assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.6044536470931523,NA,Strongly agree or Somewhat agree,78
town,North Canaan,Neighborhood assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.6363319952487552,NA,Strongly agree or Somewhat agree,78
town,North Canaan,Neighborhood assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6098811378834749,NA,Strongly agree or Somewhat agree,78
town,North Canaan,Neighborhood assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.6195148997441416,NA,Strongly disagree or Somewhat disagree,78
town,North Canaan,Neighborhood assets,q17g,People in this neighborhood can be trusted.,0.7857613688640657,NA,Strongly agree or Somewhat agree,78
town,North Canaan,Neighborhood assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.654663706085336,NA,"Great influence, Moderate influence, or A little influence",65
town,North Canaan,Personal wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5753833517080988,NA,Excellent or Very good,80
town,North Canaan,Personal wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.5622213256539899,NA,Completely satisfied or Mostly satisfied,79
town,North Canaan,Personal wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6542184337139153,NA,Completely or Mostly,79
town,North Canaan,Personal wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.19750260924639418,NA,Completely or Mostly,79
town,North Canaan,Personal wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6849447236901696,NA,Always or Usually,66
town,North Canaan,Quality of life,q1,Are you satisfied with the city or area where you live?,0.8736603820032917,NA,Yes,77
town,North Canaan,Quality of life,q4a,How responsive local government is to the needs of residents,0.48897682631873834,NA,Excellent or Good,78
town,North Canaan,Quality of life,q4d,The job done by the police to keep residents safe,0.664666625284902,NA,Excellent or Good,79
town,North Canaan,Quality of life,q4e,The ability of residents to obtain suitable employment,0.4731716396857465,NA,Excellent or Good,78
